incident_id,date,city_or_county,n_killed,n_injured,total,month,day,weekday,year,latitude,longitude
460726,2013-01-01,Hawthorne,1,3,4,Jan,1,Tueday,2013,33.909,-118.333
479389,2013-01-21,Brentwood,0,4,4,Jan,21,Monday,2013,37.9656,-121.71799999999999
479580,2013-02-03,Yuba (county),1,3,4,Feb,3,Sunday,2013,39.1236,-121.583
480311,2013-02-11,Vallejo,1,4,5,Feb,11,Monday,2013,38.1072,-122.228
480358,2013-02-19,Orange (county),4,3,7,Feb,19,Tueday,2013,33.8031,-117.943
480407,2013-02-23,Lancaster,0,4,4,Feb,23,Saturday,2013,34.6666,-118.131
481213,2013-03-04,Los Banos,1,3,4,Mar,4,Monday,2013,37.0857,-120.82799999999999
482801,2013-03-13,Oceanside,2,2,4,Mar,13,Wednesday,2013,33.2498,-117.309
482838,2013-03-14,Modesto,0,4,4,Mar,14,Thursday,2013,37.626,-121.01100000000001
482926,2013-03-16,Galt,0,7,7,Mar,16,Saturday,2013,38.2436,-121.31200000000001
482934,2013-03-17,Stockton,2,3,5,Mar,17,Sunday,2013,37.9531,-121.266
483835,2013-03-30,Merced (county),3,2,5,Mar,30,Saturday,2013,37.3603,-120.654
483878,2013-04-07,Long Beach,1,3,4,Apr,7,Sunday,2013,33.8479,-118.19
484279,2013-04-10,Vallejo,0,4,4,Apr,10,Wednesday,2013,38.1519,-122.26100000000001
486056,2013-05-05,Palo Alto,0,5,5,May,5,Sunday,2013,37.4717,-122.14
486109,2013-05-10,Los Angeles,3,1,4,May,10,Friday,2013,33.8447,-118.307
486971,2013-05-24,Bakersfield,2,2,4,May,24,Friday,2013,35.3998,-118.95200000000001
489314,2013-06-01,Vallejo,2,2,4,Jun,1,Saturday,2013,38.1472,-122.24
489581,2013-06-07,Santa Monica,6,1,7,Jun,7,Friday,2013,34.025999999999996,-118.461
489096,2013-06-23,Sacramento,1,3,4,Jun,23,Sunday,2013,38.4655,-121.459
490048,2013-06-27,Three Rivers,2,2,4,Jun,27,Thursday,2013,36.4144,-118.925
490893,2013-07-07,Stockton,1,4,5,Jul,7,Sunday,2013,37.9218,-121.29799999999999
490943,2013-07-12,San Francisco,1,3,4,Jul,12,Friday,2013,37.7649,-122.42299999999999
491046,2013-07-17,Oakland,1,3,4,Jul,17,Wednesday,2013,37.7976,-122.212
491073,2013-07-19,Madera,0,4,4,Jul,19,Friday,2013,36.9613,-120.061
491473,2013-08-04,Salinas,3,4,7,Aug,4,Sunday,2013,36.6799,-121.60600000000001
491819,2013-08-17,San Francisco,0,4,4,Aug,17,Saturday,2013,37.7767,-122.419
479646,2013-08-25,Oakland,0,4,4,Aug,25,Sunday,2013,37.7389,-122.169
480394,2013-09-17,Stockton,2,3,5,Sep,17,Tueday,2013,37.9625,-121.27600000000001
480582,2013-09-20,Long Beach,2,2,4,Sep,20,Friday,2013,33.8728,-118.171
480765,2013-10-05,Fresno,1,12,13,Oct,5,Saturday,2013,36.7054,-119.76
492699,2013-10-27,Roseville,0,4,4,Oct,27,Sunday,2013,38.7354,-121.226
492570,2013-10-27,Vallejo,1,6,7,Oct,27,Sunday,2013,38.1517,-122.25
492985,2013-11-03,Perris,0,5,5,Nov,3,Sunday,2013,33.8249,-117.227
492950,2013-11-03,Los Angeles,1,3,4,Nov,3,Sunday,2013,33.9454,-118.399
495145,2013-11-25,Oakland,0,7,7,Nov,25,Monday,2013,37.7488,-122.165
495195,2013-11-29,Fresno,0,4,4,Nov,29,Friday,2013,36.7297,-119.81
93832,2013-12-29,Duarte,0,2,2,Dec,29,Sunday,2013,34.1204,-117.992
92393,2014-01-01,Merced,1,0,1,Jan,1,Wednesday,2014,37.3389,-120.49700000000001
92389,2014-01-01,Fresno,2,0,2,Jan,1,Wednesday,2014,36.736999999999995,-119.773
95232,2014-01-01,Glendale,0,1,1,Jan,1,Wednesday,2014,34.1481,-118.209
92162,2014-01-01,Los Angeles,0,1,1,Jan,1,Wednesday,2014,34.1259,-118.186
92386,2014-01-01,Bakersfield,0,2,2,Jan,1,Wednesday,2014,35.3229,-119.038
92380,2014-01-02,Huntington,0,1,1,Jan,2,Thursday,2014,33.7201,-117.985
92378,2014-01-02,San Jose,1,0,1,Jan,2,Thursday,2014,37.333,-121.88799999999999
93348,2014-01-02,National City,1,0,1,Jan,2,Thursday,2014,32.6733,-117.08200000000001
93346,2014-01-02,Vista,0,0,0,Jan,2,Thursday,2014,33.194,-117.235
92391,2014-01-02,Chico,0,0,0,Jan,2,Thursday,2014,39.731,-121.896
92689,2014-01-02,San Diego,0,1,1,Jan,2,Thursday,2014,32.5453,-117.045
210410,2014-01-03,Vista,0,2,2,Jan,3,Friday,2014,33.1626,-117.21799999999999
92691,2014-01-03,Visalia,0,1,1,Jan,3,Friday,2014,36.3196,-119.346
92694,2014-01-03,Fresno,0,1,1,Jan,3,Friday,2014,36.7745,-119.83
93003,2014-01-03,Planada,0,1,1,Jan,3,Friday,2014,37.2842,-120.323
92681,2014-01-03,San Jose,0,1,1,Jan,3,Friday,2014,37.3382,-121.88600000000001
92996,2014-01-03,Fairfield,1,0,1,Jan,3,Friday,2014,38.272,-122.024
93059,2014-01-04,Redding,0,0,0,Jan,4,Saturday,2014,40.5334,-122.385
105114,2014-01-04,Compton,1,0,1,Jan,4,Saturday,2014,33.9111,-118.23899999999999
93747,2014-01-04,Cathedral City,0,1,1,Jan,4,Saturday,2014,33.8448,-116.45100000000001
93056,2014-01-04,Pomona,0,1,1,Jan,4,Saturday,2014,34.0476,-117.76100000000001
93053,2014-01-04,Hawaiian Gardens,0,1,1,Jan,4,Saturday,2014,33.8295,-118.07700000000001
103931,2014-01-04,San Bernardino,0,2,2,Jan,4,Saturday,2014,34.1468,-117.257
935154,2014-01-04,Oakland,1,0,1,Jan,4,Saturday,2014,37.7759,-122.22200000000001
93350,2014-01-04,San Leandro,0,0,0,Jan,4,Saturday,2014,37.6939,-122.184
93349,2014-01-04,Oakland,0,0,0,Jan,4,Saturday,2014,37.7397,-122.156
93360,2014-01-05,Bakersfield,0,1,1,Jan,5,Sunday,2014,35.3112,-119.01299999999999
103924,2014-01-05,Modesto,1,2,3,Jan,5,Sunday,2014,37.6159,-121.012
93362,2014-01-05,Salinas,0,1,1,Jan,5,Sunday,2014,36.6867,-121.62
103920,2014-01-05,Hacienda Heights,0,1,1,Jan,5,Sunday,2014,33.9979,-117.96
93364,2014-01-05,Santa Maria,0,0,0,Jan,5,Sunday,2014,34.959,-120.527
93357,2014-01-05,Bakersfield,1,0,1,Jan,5,Sunday,2014,35.3532,-119.05
93051,2014-01-05,Los Angeles,1,0,1,Jan,5,Sunday,2014,33.9455,-118.274
93744,2014-01-06,Oakland,0,2,2,Jan,6,Monday,2014,37.7676,-122.169
105125,2014-01-06,Stockton,0,1,1,Jan,6,Monday,2014,38.0222,-121.289
93352,2014-01-06,Sacramento,1,0,1,Jan,6,Monday,2014,38.4662,-121.43299999999999
93817,2014-01-06,Long Beach,1,0,1,Jan,6,Monday,2014,33.7701,-118.194
93815,2014-01-06,Santa Ana,0,0,0,Jan,6,Monday,2014,33.7345,-117.868
174362,2014-01-07,Los Angeles,1,0,1,Jan,7,Tueday,2014,33.9277,-118.24600000000001
108885,2014-01-07,Fresno,0,2,2,Jan,7,Tueday,2014,36.7652,-119.745
94041,2014-01-07,Chico,0,0,0,Jan,7,Tueday,2014,39.7213,-121.84700000000001
94038,2014-01-07,Chico,0,0,0,Jan,7,Tueday,2014,39.7702,-121.85
105139,2014-01-07,Glendale,0,1,1,Jan,7,Tueday,2014,34.1462,-118.23200000000001
94363,2014-01-07,Chico,0,0,0,Jan,7,Tueday,2014,39.7385,-121.875
94063,2014-01-07,Mckinleyville,0,0,0,Jan,7,Tueday,2014,40.9564,-124.113
94296,2014-01-07,Oakland,0,2,2,Jan,7,Tueday,2014,37.7461,-122.156
94075,2014-01-07,Inglewood,0,1,1,Jan,7,Tueday,2014,33.9309,-118.355
93813,2014-01-07,South Pasadena,0,0,0,Jan,7,Tueday,2014,34.1038,-118.177
94870,2014-01-07,San Diego,0,0,0,Jan,7,Tueday,2014,32.9466,-117.09200000000001
94369,2014-01-07,Eureka,0,0,0,Jan,7,Tueday,2014,40.7931,-124.15799999999999
206129,2014-01-08,Dunlap,0,0,0,Jan,8,Wednesday,2014,36.7459,-119.135
95182,2014-01-08,Canoga Park,0,0,0,Jan,8,Wednesday,2014,34.1974,-118.602
94082,2014-01-08,Los Angeles,0,1,1,Jan,8,Wednesday,2014,34.0535,-118.225
94745,2014-01-08,Joshua Tree,0,0,0,Jan,8,Wednesday,2014,34.1349,-116.344
94084,2014-01-08,San Carlos,0,0,0,Jan,8,Wednesday,2014,37.5023,-122.273
94757,2014-01-08,Fresno,0,0,0,Jan,8,Wednesday,2014,36.7141,-119.787
125967,2014-01-08,Corona,0,0,0,Jan,8,Wednesday,2014,33.855,-117.539
94865,2014-01-08,San Francisco,0,0,0,Jan,8,Wednesday,2014,37.7547,-122.426
94066,2014-01-08,Fresno,0,1,1,Jan,8,Wednesday,2014,36.7477,-119.78200000000001
94080,2014-01-08,Monterey Park,1,0,1,Jan,8,Wednesday,2014,34.0625,-118.12299999999999
94078,2014-01-08,Encino,0,1,1,Jan,8,Wednesday,2014,34.1589,-118.522
94395,2014-01-08,Azusa,0,0,0,Jan,8,Wednesday,2014,34.1233,-117.889
94386,2014-01-08,Visalia,1,0,1,Jan,8,Wednesday,2014,36.3088,-119.26700000000001
106673,2014-01-08,Van Nuys,1,0,1,Jan,8,Wednesday,2014,34.1826,-118.45299999999999
94818,2014-01-09,Santa Rosa,1,0,1,Jan,9,Thursday,2014,38.422,-122.744
206333,2014-01-09,Los Angeles,2,0,2,Jan,9,Thursday,2014,34.2191,-118.605
94768,2014-01-09,Santa Ana,0,0,0,Jan,9,Thursday,2014,33.7337,-117.846
94361,2014-01-09,Oakland,0,1,1,Jan,9,Thursday,2014,37.7678,-122.154
107166,2014-01-09,Perris,0,1,1,Jan,9,Thursday,2014,33.8374,-117.21700000000001
104538,2014-01-09,Pasadena,0,1,1,Jan,9,Thursday,2014,34.1633,-118.15799999999999
94391,2014-01-09,San Diego,1,0,1,Jan,9,Thursday,2014,32.7151,-117.10700000000001
107347,2014-01-09,San Diego,0,0,0,Jan,9,Thursday,2014,32.7338,-117.193
94782,2014-01-09,Los Angeles,0,1,1,Jan,9,Thursday,2014,34.0816,-118.19
94760,2014-01-09,Sacramento,1,0,1,Jan,9,Thursday,2014,38.6854,-121.62
94785,2014-01-09,Menlo Park,0,0,0,Jan,9,Thursday,2014,37.4708,-122.20200000000001
95198,2014-01-10,Riverside,0,0,0,Jan,10,Friday,2014,34.0162,-117.344
94752,2014-01-10,Oroville,0,1,1,Jan,10,Friday,2014,39.4988,-121.54700000000001
109247,2014-01-10,Concord,0,1,1,Jan,10,Friday,2014,37.951,-122.02799999999999
94766,2014-01-10,Hollywood ,0,1,1,Jan,10,Friday,2014,34.0898,-118.35
94780,2014-01-10,Highland,0,0,0,Jan,10,Friday,2014,34.1099,-117.154
95110,2014-01-10,Riverside County,1,0,1,Jan,10,Friday,2014,33.7087,-117.15
96773,2014-01-10,Concord,0,1,1,Jan,10,Friday,2014,37.9529,-122.044
94738,2014-01-10,Union City,0,1,1,Jan,10,Friday,2014,37.5897,-122.07
95192,2014-01-10,Millbrae,0,0,0,Jan,10,Friday,2014,37.5986,-122.387
95194,2014-01-10,Jurupa Valley,1,0,1,Jan,10,Friday,2014,33.9972,-117.485
217287,2014-01-10,San Francisco,0,0,0,Jan,10,Friday,2014,37.6358,-122.4
95168,2014-01-10,Trinidad,1,0,1,Jan,10,Friday,2014,41.0593,-124.14299999999999
773468,2014-01-11,Fillmore,1,0,1,Jan,11,Saturday,2014,34.421,-118.931
95323,2014-01-11,Parlier,0,1,1,Jan,11,Saturday,2014,36.635999999999996,-119.556
95916,2014-01-11,Sacramento,0,0,0,Jan,11,Saturday,2014,38.6477,-121.464
95179,2014-01-11,Coalinga,0,0,0,Jan,11,Saturday,2014,36.1357,-120.354
95927,2014-01-11,San Diego,0,1,1,Jan,11,Saturday,2014,32.7136,-117.084
95200,2014-01-11,Salinas,1,0,1,Jan,11,Saturday,2014,36.705,-121.65299999999999
95909,2014-01-11,Modesto,1,0,1,Jan,11,Saturday,2014,37.6141,-120.98899999999999
95326,2014-01-11,Fresno,0,1,1,Jan,11,Saturday,2014,36.7814,-119.75399999999999
95863,2014-01-11,Bakersfield,0,2,2,Jan,11,Saturday,2014,35.3612,-118.994
102299,2014-01-12,Bakersfield,0,0,0,Jan,12,Sunday,2014,35.3258,-119.01
95328,2014-01-12,Pomona,1,0,1,Jan,12,Sunday,2014,34.0628,-117.73200000000001
95925,2014-01-12,San Diego,0,0,0,Jan,12,Sunday,2014,33.0111,-117.085
174359,2014-01-12,Los Angeles,1,0,1,Jan,12,Sunday,2014,34.1687,-118.383
95858,2014-01-12,Delano,1,0,1,Jan,12,Sunday,2014,35.7636,-119.234
95922,2014-01-12,Chula Vista,0,0,0,Jan,12,Sunday,2014,32.6121,-117.08200000000001
95869,2014-01-12,San Francisco,0,1,1,Jan,12,Sunday,2014,37.7471,-122.404
95894,2014-01-12,Fillmore,1,1,2,Jan,12,Sunday,2014,34.4319,-118.93
96015,2014-01-12,Victorville,1,0,1,Jan,12,Sunday,2014,34.5255,-117.3
96320,2014-01-13,Winton,1,1,2,Jan,13,Monday,2014,37.384,-120.605
174354,2014-01-13,Los Angeles,1,0,1,Jan,13,Monday,2014,33.9702,-118.262
95932,2014-01-13,Mesa,0,1,1,Jan,13,Monday,2014,32.7629,-117.016
95887,2014-01-13,Los Angeles,0,1,1,Jan,13,Monday,2014,34.0037,-118.29799999999999
96404,2014-01-13,Los Angeles,1,0,1,Jan,13,Monday,2014,33.97,-118.26299999999999
96234,2014-01-13,East Palo Alto,1,0,1,Jan,13,Monday,2014,37.4661,-122.147
96761,2014-01-13,Fremont,0,0,0,Jan,13,Monday,2014,37.5215,-121.914
174352,2014-01-14,Los Angeles,1,0,1,Jan,14,Tueday,2014,33.9835,-118.29299999999999
96775,2014-01-14,Bakersfield,0,1,1,Jan,14,Tueday,2014,35.3594,-118.98700000000001
96800,2014-01-14,Montebello,0,1,1,Jan,14,Tueday,2014,33.9967,-118.115
96399,2014-01-14,Shasta County,0,1,1,Jan,14,Tueday,2014,40.4638,-122.339
96464,2014-01-14,San Jose,1,0,1,Jan,14,Tueday,2014,37.2988,-121.954
96792,2014-01-14,Los Angeles,0,4,4,Jan,14,Tueday,2014,33.9593,-118.27799999999999
96767,2014-01-14,Milpitas,1,0,1,Jan,14,Tueday,2014,37.4245,-121.883
206308,2014-01-14,Phelan,2,0,2,Jan,14,Tueday,2014,34.5011,-117.539
96317,2014-01-14,Los Angeles,1,0,1,Jan,14,Tueday,2014,34.0641,-118.37100000000001
96312,2014-01-14,Eureka,0,1,1,Jan,14,Tueday,2014,40.7324,-124.212
96326,2014-01-14,Freedom,0,0,0,Jan,14,Tueday,2014,36.9342,-121.774
96787,2014-01-15,Los Angeles,0,0,0,Jan,15,Wednesday,2014,33.9872,-118.274
97168,2014-01-15,Desert Hot Springs,0,0,0,Jan,15,Wednesday,2014,33.9478,-116.48200000000001
97176,2014-01-15,San Francisco,0,3,3,Jan,15,Wednesday,2014,37.7786,-122.432
97177,2014-01-15,Stockton,0,0,0,Jan,15,Wednesday,2014,37.9549,-121.288
97452,2014-01-16,Fresno,2,2,4,Jan,16,Thursday,2014,36.8081,-119.889
97001,2014-01-16,Oakland,1,0,1,Jan,16,Thursday,2014,37.7938,-122.24
97770,2014-01-16,Norwalk,0,0,0,Jan,16,Thursday,2014,33.8847,-118.073
97511,2014-01-16,Fresno,0,0,0,Jan,16,Thursday,2014,36.7505,-119.78200000000001
174344,2014-01-16,Inglewood,2,0,2,Jan,16,Thursday,2014,33.9567,-118.35600000000001
116336,2014-01-16,Fairfield,0,0,0,Jan,16,Thursday,2014,38.1826,-122.139
111986,2014-01-16,San Jacinto,1,0,1,Jan,16,Thursday,2014,33.7768,-116.941
183965,2014-01-16,Lake Elsinore,1,0,1,Jan,16,Thursday,2014,33.6943,-117.339
97930,2014-01-17,San Bernardino,2,2,4,Jan,17,Friday,2014,34.1195,-117.281
174338,2014-01-17,Boyle Heights,1,0,1,Jan,17,Friday,2014,34.0488,-118.204
97709,2014-01-17,Culver City,0,1,1,Jan,17,Friday,2014,34.0131,-118.41
217834,2014-01-17,Ontario,0,0,0,Jan,17,Friday,2014,34.0626,-117.59299999999999
97523,2014-01-17,Del Mar,0,0,0,Jan,17,Friday,2014,32.9493,-117.24700000000001
106708,2014-01-17,Fresno,0,1,1,Jan,17,Friday,2014,36.7523,-119.736
111993,2014-01-17,Palmdale,1,1,2,Jan,17,Friday,2014,34.5659,-118.04299999999999
97684,2014-01-17,Oakland,0,1,1,Jan,17,Friday,2014,37.8398,-122.27
112018,2014-01-17,San Diego,0,2,2,Jan,17,Friday,2014,32.7136,-117.087
112012,2014-01-17,Oakland,0,1,1,Jan,17,Friday,2014,37.7516,-122.154
98016,2014-01-17,Los Angeles,1,0,1,Jan,17,Friday,2014,33.8474,-118.212
112014,2014-01-17,Oakland,0,1,1,Jan,17,Friday,2014,37.8215,-122.27
174336,2014-01-18,Los Angeles,1,0,1,Jan,18,Saturday,2014,33.8646,-118.319
97716,2014-01-18,Fillmore,1,1,2,Jan,18,Saturday,2014,34.4319,-118.93
98014,2014-01-18,San Bernardino,0,1,1,Jan,18,Saturday,2014,34.1286,-117.241
98022,2014-01-18,Carmichael,1,0,1,Jan,18,Saturday,2014,38.6173,-121.34200000000001
98020,2014-01-18,Chico,0,1,1,Jan,18,Saturday,2014,39.7285,-121.837
112335,2014-01-18,Mecca,0,1,1,Jan,18,Saturday,2014,33.5457,-115.977
98018,2014-01-18,Los Angeles,1,0,1,Jan,18,Saturday,2014,34.0383,-118.235
99669,2014-01-18,Gardena,0,0,0,Jan,18,Saturday,2014,33.9019,-118.29299999999999
98012,2014-01-18,Vallejo,1,0,1,Jan,18,Saturday,2014,38.1031,-122.26
112717,2014-01-19,Lancaster,1,0,1,Jan,19,Sunday,2014,34.6749,-118.166
112711,2014-01-19,San Francisco,0,2,2,Jan,19,Sunday,2014,37.7813,-122.426
98010,2014-01-19,Oakley,1,0,1,Jan,19,Sunday,2014,37.9948,-121.71600000000001
98450,2014-01-19,Stockton,0,1,1,Jan,19,Sunday,2014,37.9975,-121.321
98466,2014-01-19,Salinas,0,1,1,Jan,19,Sunday,2014,36.6679,-121.65700000000001
98204,2014-01-19,Oakland,2,0,2,Jan,19,Sunday,2014,37.7454,-122.15799999999999
174330,2014-01-19,Inglewood,1,0,1,Jan,19,Sunday,2014,33.9491,-118.34700000000001
98464,2014-01-19,Salinas,0,0,0,Jan,19,Sunday,2014,36.7123,-121.62200000000001
99208,2014-01-20,Palm Desert,0,0,0,Jan,20,Monday,2014,33.7781,-116.35700000000001
98405,2014-01-20,Delano,0,3,3,Jan,20,Monday,2014,35.7615,-119.182
99626,2014-01-20,Redlands,0,0,0,Jan,20,Monday,2014,34.0414,-117.156
98681,2014-01-20,Santa Maria,0,0,0,Jan,20,Monday,2014,34.959,-120.527
99213,2014-01-20,Long Beach,1,0,1,Jan,20,Monday,2014,33.785,-118.179
98438,2014-01-20,Koreatown,2,0,2,Jan,20,Monday,2014,34.069,-118.3
98433,2014-01-20,Fresno,0,2,2,Jan,20,Monday,2014,36.7607,-119.71600000000001
98677,2014-01-20,Fresno,0,0,0,Jan,20,Monday,2014,36.8126,-119.766
98373,2014-01-20,Los Angeles,2,0,2,Jan,20,Monday,2014,34.069,-118.3
174326,2014-01-21,Inglewood,1,0,1,Jan,21,Tueday,2014,33.9713,-118.35700000000001
99207,2014-01-21,Dublin,1,0,1,Jan,21,Tueday,2014,37.7104,-121.91
99215,2014-01-21,Turlock,1,0,1,Jan,21,Tueday,2014,37.4854,-120.854
100138,2014-01-21,Oceanside,0,0,0,Jan,21,Tueday,2014,33.2048,-117.374
99223,2014-01-21,Hemet,0,0,0,Jan,21,Tueday,2014,33.7477,-116.931
99217,2014-01-21,San Bernardino,0,1,1,Jan,21,Tueday,2014,34.4558,-117.515
98679,2014-01-21,Oakland,1,0,1,Jan,21,Tueday,2014,37.766999999999996,-122.2
99609,2014-01-21,Huntington Beach,0,1,1,Jan,21,Tueday,2014,33.7444,-118.024
99225,2014-01-21,San Diego,0,0,0,Jan,21,Tueday,2014,32.6784,-117.059
99093,2014-01-21,San Francisco,1,0,1,Jan,21,Tueday,2014,37.7749,-122.419
99325,2014-01-21,Oakland,1,1,2,Jan,21,Tueday,2014,37.7716,-122.205
174322,2014-01-22,Los Angeles,1,0,1,Jan,22,Wednesday,2014,34.079,-118.37200000000001
99210,2014-01-22,Santa Fe Springs,1,0,1,Jan,22,Wednesday,2014,33.9386,-118.09100000000001
174324,2014-01-22,Inglewood,1,0,1,Jan,22,Wednesday,2014,33.9718,-118.346
99594,2014-01-22,Vallejo,1,0,1,Jan,22,Wednesday,2014,38.0906,-122.23299999999999
99620,2014-01-22,Chico,0,0,0,Jan,22,Wednesday,2014,39.7351,-121.852
99596,2014-01-22,Oakley,1,0,1,Jan,22,Wednesday,2014,37.9832,-121.685
99598,2014-01-22,Delano,0,1,1,Jan,22,Wednesday,2014,35.7796,-119.241
99615,2014-01-22,Modesto,0,0,0,Jan,22,Wednesday,2014,37.6432,-121.03
99424,2014-01-22,Sacramento,1,0,1,Jan,22,Wednesday,2014,38.6003,-121.42
99612,2014-01-22,Long Beach,0,2,2,Jan,22,Wednesday,2014,33.7989,-118.184
99605,2014-01-22,Reedley,0,1,1,Jan,22,Wednesday,2014,36.6005,-119.44
99600,2014-01-22,Fresno,0,0,0,Jan,22,Wednesday,2014,36.7441,-119.802
99929,2014-01-23,Sacramento,1,0,1,Jan,23,Thursday,2014,38.5745,-121.495
99831,2014-01-23,Oakland,1,0,1,Jan,23,Thursday,2014,37.7998,-122.272
217854,2014-01-23,San Jose,0,0,0,Jan,23,Thursday,2014,37.3715,-121.93
100137,2014-01-23,Fresno,0,0,0,Jan,23,Thursday,2014,36.7285,-119.8
100132,2014-01-23,Fresno,0,0,0,Jan,23,Thursday,2014,36.7571,-119.91
99815,2014-01-23,Palo Alto,0,0,0,Jan,23,Thursday,2014,37.4505,-122.166
100362,2014-01-23,Bakersfield,0,0,0,Jan,23,Thursday,2014,35.376,-118.95
212489,2014-01-24,Oceanside,0,0,0,Jan,24,Friday,2014,33.2067,-117.287
105070,2014-01-24,Hayward,0,0,0,Jan,24,Friday,2014,37.6824,-122.089
100140,2014-01-24,Santa Ana,1,0,1,Jan,24,Friday,2014,33.7306,-117.85600000000001
114007,2014-01-24,Oakland,0,0,0,Jan,24,Friday,2014,37.7994,-122.251
111816,2014-01-25,Los Angeles,0,2,2,Jan,25,Saturday,2014,34.0497,-118.196
100419,2014-01-25,Los Angeles,0,1,1,Jan,25,Saturday,2014,34.1631,-118.56200000000001
101288,2014-01-25,El Centro,0,0,0,Jan,25,Saturday,2014,32.781,-115.552
108898,2014-01-25,Whittier,0,1,1,Jan,25,Saturday,2014,33.9792,-118.03299999999999
102326,2014-01-25,Bonny Doon,0,0,0,Jan,25,Saturday,2014,37.0416,-122.15100000000001
181649,2014-01-25,Lodi,1,0,1,Jan,25,Saturday,2014,38.1333,-121.311
101374,2014-01-25,Santa Ana,0,1,1,Jan,25,Saturday,2014,33.7417,-117.889
109519,2014-01-25,Sacramento,0,0,0,Jan,25,Saturday,2014,38.6951,-121.59
100931,2014-01-25,Sacramento,1,0,1,Jan,25,Saturday,2014,38.5118,-121.48100000000001
111809,2014-01-25,Santa Maria,0,1,1,Jan,25,Saturday,2014,34.9498,-120.414
111807,2014-01-25,San Francisco,0,1,1,Jan,25,Saturday,2014,37.7329,-122.40100000000001
101280,2014-01-25,San Leandro,0,0,0,Jan,25,Saturday,2014,37.7249,-122.156
101046,2014-01-25,Valley Glen,1,0,1,Jan,25,Saturday,2014,34.1759,-118.421
101308,2014-01-26,Norwalk,1,0,1,Jan,26,Sunday,2014,33.9023,-118.07799999999999
101278,2014-01-26,Antioch,0,1,1,Jan,26,Sunday,2014,37.9649,-121.777
101272,2014-01-26,Delano,0,1,1,Jan,26,Sunday,2014,35.7847,-119.25
101304,2014-01-26,Los Angeles,0,2,2,Jan,26,Sunday,2014,33.9189,-118.27
183193,2014-01-26,Yuba City,1,0,1,Jan,26,Sunday,2014,39.1296,-121.611
174320,2014-01-26,Inglewood,1,0,1,Jan,26,Sunday,2014,33.9535,-118.368
111930,2014-01-26,Fresno,0,1,1,Jan,26,Sunday,2014,36.7353,-119.79
101333,2014-01-26,Redding,1,0,1,Jan,26,Sunday,2014,40.5613,-122.40100000000001
101369,2014-01-26,San Jose,0,0,0,Jan,26,Sunday,2014,37.372,-121.921
101315,2014-01-26,Long Beach,0,3,3,Jan,26,Sunday,2014,33.7826,-118.18
101497,2014-01-27,San Leandro,0,0,0,Jan,27,Monday,2014,37.6974,-122.135
101295,2014-01-27,Fresno,0,3,3,Jan,27,Monday,2014,36.7178,-119.789
101290,2014-01-27,Fresno,1,0,1,Jan,27,Monday,2014,36.773,-119.85700000000001
101285,2014-01-27,Desert Hot Springs,1,0,1,Jan,27,Monday,2014,33.9578,-116.501
102302,2014-01-27,Twentynine Palms,1,0,1,Jan,27,Monday,2014,34.1377,-116.04700000000001
101026,2014-01-27,Escondido,1,0,1,Jan,27,Monday,2014,33.1576,-117.11399999999999
101325,2014-01-27,Oakland,1,0,1,Jan,27,Monday,2014,37.786,-122.196
101283,2014-01-27,Coachella,1,0,1,Jan,27,Monday,2014,33.6968,-116.209
101269,2014-01-27,Bakersfield,0,1,1,Jan,27,Monday,2014,35.3769,-118.993
101600,2014-01-27,Oakland,1,0,1,Jan,27,Monday,2014,37.786,-122.196
102320,2014-01-28,Red Bluff,0,0,0,Jan,28,Tueday,2014,40.1796,-122.245
113611,2014-01-28,Desert Hot Springs,1,0,1,Jan,28,Tueday,2014,33.9596,-116.51
101674,2014-01-28,Sacramento,1,0,1,Jan,28,Tueday,2014,38.5526,-121.376
101670,2014-01-28,Fresno,0,1,1,Jan,28,Tueday,2014,36.7942,-119.696
114723,2014-01-28,Apple Valley,1,1,2,Jan,28,Tueday,2014,34.5329,-117.228
101668,2014-01-28,Fresno,0,1,1,Jan,28,Tueday,2014,36.7696,-119.66799999999999
101982,2014-01-28,Miranda,0,0,0,Jan,28,Tueday,2014,40.2288,-123.85600000000001
102322,2014-01-28,Livingston,1,0,1,Jan,28,Tueday,2014,37.3707,-120.691
101593,2014-01-28,Oakland,0,1,1,Jan,28,Tueday,2014,37.8044,-122.205
101672,2014-01-28,Rancho Cordova,1,0,1,Jan,28,Tueday,2014,38.5757,-121.301
102314,2014-01-29,Merced,0,0,0,Jan,29,Wednesday,2014,37.3145,-120.462
101990,2014-01-29,San Bernardino,0,0,0,Jan,29,Wednesday,2014,34.1075,-117.291
101977,2014-01-29,Imperial,0,0,0,Jan,29,Wednesday,2014,32.8224,-115.587
101978,2014-01-29,Bridgeville,0,0,0,Jan,29,Wednesday,2014,40.4793,-123.696
102312,2014-01-29,San Bernardino,0,1,1,Jan,29,Wednesday,2014,34.5209,-117.31700000000001
101814,2014-01-29,Lakewood,0,0,0,Jan,29,Wednesday,2014,33.8318,-118.16
102308,2014-01-29,Fresno,0,0,0,Jan,29,Wednesday,2014,36.746,-119.75200000000001
102196,2014-01-29,Rancho Cordova,1,0,1,Jan,29,Wednesday,2014,38.5749,-121.304
101975,2014-01-29,Coachella,1,0,1,Jan,29,Wednesday,2014,33.6709,-116.18
102306,2014-01-30,Fresno,1,0,1,Jan,30,Thursday,2014,36.7319,-119.788
